"Word","WordOrder","Participant","Position","Filename","Vowel","Notes","vowel","penult","ult","focus","final","condition","tex_position","answer_1","answer_2","answer_3","answer_4","notes","Duration","f0.1","f0.2","f0.3","f0.4","f0.5","f0.6","f0.7","H1H2","Intensity","SpectralBalance","PositionFactor","FinalFactor","FocusFactor","poly0","poly1","poly2","poly3","Factor1","Factor2","Factor3"
"cete",129,"S4_",2,"PSE-20150315_S4_F.WAV","e","","e","light","light","yes","no","a","right","kawe","cete",NA,NA,"",0.143901297939351,277.867692693582,282.808403661419,289.390659571826,297.775119683064,312.549957501956,320.991426762091,317.037987286917,-1.27830152593291,76.0246034284341,30.9255116564006,"Final","sentence medial","focus",287.742182037219,-15.3674254568375,7.12408107378526,-0.615889623262966,-1.4857974072625,-1.15535557993849,2.11426972389769
"cete",130,"S15",1,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","bottom","kidau","kanan","pucuk","bawah","",0.0331105781148153,NA,208.457222000608,208.231705258267,207.150519563144,206.069333867992,204.720599747484,203.301786474239,1.84580910491797,76.0188620773143,30.7284267581011,"Initial","sentence medial","no focus",206.971984950689,1.6744071618811,-0.516317900460138,0.0289379974467037,0.584149522375822,-0.621475182146255,0.337555531915722
"cete",130,"S15",2,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","bottom","kidau","kanan","pucuk","bawah","",0.0816113346339762,233.992837858955,235.133739790938,237.76738489261,242.001145401367,247.667361955835,252.847738844404,255.733172440904,0.180105478313138,81.3872113036643,35.6295526512512,"Final","sentence medial","no focus",237.147303194384,-5.05755481980411,2.24741895620549,-0.163156709298383,-0.159152744654803,-0.914624053633735,0.805141256493148
"cete",131,"S15",1,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","top","kidau","kanan","pucuk","bawah","",0.0438648671132569,241.893666118906,230.112008352804,225.256076926475,221.878972272517,219.908031192244,217.968150584648,216.173169219154,2.52412522516874,75.9719718926633,28.9250181651296,"Initial","sentence medial","no focus",257.844777666025,-19.5976376612289,3.54436402821775,-0.228572038815691,-0.800135207669752,-0.656383727530997,-0.590956049526132
"cete",131,"S15",2,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","top","kidau","kanan","pucuk","bawah","",0.0802696478255029,239.659109274831,240.079026776101,242.697480059074,246.525445604062,250.599321321008,253.445861275835,253.585147775176,1.46261641269873,79.6873443042693,33.9751015851604,"Final","sentence medial","no focus",243.115046549493,-5.65520885231242,2.45027311917361,-0.20396214614786,-0.221196820649919,-0.703134090080335,0.885158884515683
"cete",132,"S15",1,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","left","kidau","kanan","pucuk","bawah","",0.0629460065041485,237.18293316471,224.42022173095,219.454147823987,216.535445444954,214.516508067735,212.434846427497,209.805909086209,1.23103372982848,77.9073852849039,31.8798406976235,"Initial","sentence medial","no focus",255.065428467984,-22.2421699800518,4.28098469435591,-0.290389139410996,-1.03849932649819,-0.882291000286259,-0.545495781543792
"cete",132,"S15",2,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","left","kidau","kanan","pucuk","bawah","",0.100805659353455,248.009611920407,246.328918458195,247.944724284605,252.273631779586,258.851447951909,262.203709787271,261.299721707759,0.107526224920257,80.4577769528802,33.7941560715141,"Final","sentence medial","no focus",257.98408442548,-14.0429387195002,4.70027345435387,-0.374761255806331,-0.922328712405597,-0.96906758716462,0.913549518099361
"cete",133,"S15",1,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","right","kidau","kanan","pucuk","bawah","",0.03916897107365,238.506607949784,228.998739030016,219.692045688238,219.164737071871,218.637428455503,218.752277675877,218.880253418284,4.77319992575028,73.038737468509,32.8080450016967,"Initial","sentence medial","no focus",256.660365794157,-21.4288892652634,3.9094602687042,-0.231257665128493,-0.886253161983005,-0.304462416262996,-0.755764926148551
"cete",133,"S15",2,"PSE-20150318-S15_F.WAV","e","","e","light","light","no","no","c","right","kidau","kanan","pucuk","bawah","",0.061682416349413,237.283523883825,237.331391880063,237.886493579544,239.565032298213,242.148466374368,243.470138504021,243.318887427684,2.89536045470609,77.0012165198815,32.1001349635664,"Final","sentence medial","no focus",240.223273700117,-4.17688994486103,1.51044061905712,-0.121259885414526,0.0274412913879313,-0.471340164173638,0.561554661196944
"cete",133,"S4_",2,"PSE-20150315_S4_F.WAV","e","","e","light","light","yes","no","a","right","putih","cete",NA,NA,"",0.170420353425129,250.603928662334,241.185030252557,232.783592986326,224.600744418086,216.488963015736,216.264929378737,218.991560111201,-8.03679276279664,82.2634098683529,39.3020692832321,"Final","sentence medial","focus",256.632992618973,-4.5040976774349,-1.98939697645969,0.266732285924364,0.675598004860157,-2.34168492737392,-1.4793853720132
"cete",136,"S16",1,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","right","kidau","kanan","pucuk","bawah","",0.0384695496832137,252.903327799645,241.156786311812,229.746387236678,226.59366599865,223.440944760623,220.392662289741,217.348782726886,5.36100918089812,73.8548604520751,25.7611891472777,"Initial","sentence medial","no focus",272.971232218727,-23.3072944685457,3.84408681828418,-0.235693849295357,-0.931115933634387,-0.224612329264208,-1.00006377115409
"cete",136,"S16",2,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","right","kidau","kanan","pucuk","bawah","",0.193910061232259,241.011091180074,244.843195183586,252.861324760805,264.037459791951,276.01207551641,286.487129987185,292.275252598166,-0.864663931471505,78.9792948860919,30.5577086328541,"Final","sentence medial","no focus",245.095967468662,-8.36928881090251,4.79186136717721,-0.375847892808665,-0.774819715094101,-1.07109257696121,1.70051250325927
"cete",137,"S16",1,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","left","kidau","kanan","pucuk","bawah","",0.0334258555427596,263.462737772963,252.473532160341,242.483321030882,236.592562568343,230.701804105643,225.59458572165,220.680098888673,7.93423559096731,73.8710313263397,27.8224317791794,"Initial","sentence medial","no focus",278.50282213882,-16.837205140668,2.02630324042039,-0.114504875565555,-0.371134794079643,0.23209516938041,-1.02813211291809
"cete",137,"S16",2,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","left","kidau","kanan","pucuk","bawah","",0.140172853922081,251.40115017703,252.945385243275,257.579631916427,262.188694926675,266.700250011907,270.281232793897,270.564825887273,2.10857053054674,78.4431136197076,28.0129018744397,"Final","sentence medial","no focus",252.808973572837,-3.56798239904735,2.29087586945074,-0.202577498218303,-0.128520998877528,-0.576357371177696,1.11216423905597
"cete",138,"S16",1,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","top","kidau","kanan","pucuk","bawah","",0.0199296736718679,271.234200648747,266.809012784789,260.022497201553,253.235981618317,246.449466035081,239.662950451846,237.178435382652,12.8326304190993,70.2966288350769,22.7678788192148,"Initial","sentence medial","no focus",272.52643744203,0.592073027441844,-2.10559317332312,0.185092450925561,0.990349631038202,1.13999812186616,-0.7881704680884
"cete",138,"S16",2,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","top","kidau","kanan","pucuk","bawah","",0.184830343568592,270.83672625777,279.02352512499,289.473515503854,299.172488571017,309.481485204659,317.584972068605,317.29842037071,5.13283667453016,76.7680887307405,25.1839807268025,"Final","sentence medial","no focus",268.318574518271,-0.306236090396802,3.4063929477884,-0.336325625874438,-0.251977411575951,-0.0209158668880522,2.21527748359873
"cete",139,"S16",1,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","bottom","kidau","kanan","pucuk","bawah","",0.0331023970511524,252.404430466199,244.231414994136,236.919645608021,232.878810088075,228.837974568128,227.228213922446,226.258155249993,6.1306236807516,74.0843612142034,25.3587608135215,"Initial","sentence medial","no focus",263.03431330878,-11.6585739893606,1.12195374559111,-0.0294834195728581,-0.0471470164213138,-0.0291708774003648,-0.821167891347835
"cete",139,"S16",2,"PSE-20150318-S16_F.WAV","e","","e","light","light","no","no","c","bottom","kidau","kanan","pucuk","bawah","",0.193987121641158,262.208668832576,270.879325272013,281.150011627052,294.387529564405,305.777927486897,315.913364593706,318.900668874256,5.01870280742725,77.5946460766304,26.8106264682285,"Final","sentence medial","no focus",260.349705790904,-1.4783144599896,3.93299401012753,-0.360276531662719,-0.379184931786491,-0.0455042349458738,2.27854012461223
"cete",140,"S2_",1,"PSE-20150315_S2_F.WAV","e","","e","light","light","yes","no","a","right","kawe","cete",NA,NA,"",0.0428386654623409,241.549175816253,238.115306329914,236.243776154987,234.610879051281,232.314991384488,230.004352341132,227.597173663496,0.385987060997124,78.8130756731813,38.8002639364257,"Initial","sentence medial","focus",245.348589468202,-4.54589751027504,0.656610757053847,-0.0531184275965549,0.159962293513114,-0.90170413738516,0.0926965745093771
"cete",140,"S2_",2,"PSE-20150315_S2_F.WAV","e","","e","light","light","yes","no","a","right","kawe","cete",NA,NA,"",0.249462738777424,242.371331879732,249.501118437835,254.179422226473,255.134400335105,251.516358522116,247.06214744008,246.124354445137,-0.546746937134536,80.6749375938955,37.1056315376243,"Final","sentence medial","focus",226.434165493667,19.2792868286857,-4.08438232681337,0.245973812986587,1.74535697531613,-0.892797943463991,1.05948730834484
"cete",150,"S2_",1,"PSE-20150315_S2_F.WAV","e","","e","light","light","yes","no","a","right","gunung","cete",NA,NA,"",0.0409821280979941,253.285702058041,246.623091870463,243.296748563923,240.140482264,237.979338601225,235.825294874037,233.802548938657,-0.0568311801321641,79.1169711777938,35.7572346317132,"Initial","sentence medial","focus",261.563194005416,-9.84162009598007,1.49230424903954,-0.0935540600072184,-0.149903975840606,-1.01392316727781,-0.2439873533249
