WordOrder	Word	Participant	Position	Vowel	Weight	Focus	Final	Duration	F0	H1H2	Intensity	SpectralBalance
33	tatap	S4	ultima	a	light	out-of-focus	non-final	0.065916504290243	241.714303053242	5.26941022649648	76.9060873383981	34.7387637632676
34	tatap	S4	penult	a	light	out-of-focus	non-final	0.066954706286396	221.430197181585	6.22583602218124	76.6696901648171	34.9124827343031
34	tatap	S4	ultima	a	light	out-of-focus	non-final	0.066720598921734	251.405812754707	5.40178671553398	77.127144297209	34.5092489210364
35	tatap	S4	penult	a	light	out-of-focus	non-final	0.057122196971591	224.495698071068	6.83148139605825	78.2368498647947	33.802791953522
35	tatap	S4	ultima	a	light	out-of-focus	non-final	0.063676667077402	247.692052569304	6.55040440125159	77.5494288191664	36.7806381201719
37	susu	S4	penult	u	light	out-of-focus	non-final	0.068472718421589	233.401574841139	13.4703776078754	74.5802314892407	42.2710638947801
37	susu	S4	ultima	u	light	out-of-focus	non-final	0.135677065411329	256.138306523964	8.50854796162851	76.4229553699614	35.6451768599342
38	susu	S4	penult	u	light	out-of-focus	non-final	0.060184185703406	236.485048651675	12.0043345936094	75.7967112797358	33.6597697146214
38	susu	S4	ultima	u	light	out-of-focus	non-final	0.089014279112007	250.679684279322	8.88800589093827	76.6746245945275	30.7923250604861
39	susu	S4	penult	u	light	out-of-focus	non-final	0.051823381674808	234.118528799869	11.9899545677515	76.5617571244458	37.8190434237843
39	susu	S4	ultima	u	light	out-of-focus	non-final	0.062492901431369	259.979759092344	7.41506920374761	76.3119179460278	30.7760983668995
40	susu	S4	penult	u	light	out-of-focus	non-final	0.044507139556004	227.050193669601	14.6036357665238	74.6022965664779	38.206284625741
40	susu	S4	ultima	u	light	out-of-focus	non-final	0.092062713328176	250.234659525845	8.16924308027597	76.9369319840371	33.5884483489093
43	titi	S4	penult	i	light	out-of-focus	non-final	0.048470104036994	218.8020924558	2.93338299541465	79.3521232079256	31.4511876426308
43	titi	S4	ultima	i	light	out-of-focus	non-final	0.123766429176214	245.727946307931	5.69061019198404	79.877897176527	29.8747394208849
44	titi	S4	penult	i	light	out-of-focus	non-final	0.053519276238831	217.526150075267	2.56587078876007	77.5188311887344	33.0681777110105
44	titi	S4	ultima	i	light	out-of-focus	non-final	0.079956509079693	253.929687089032	9.08656094104709	77.413550555923	33.4774824043115
45	titi	S4	penult	i	light	out-of-focus	non-final	0.051907249846124	209.952802149742	3.85989185980097	77.1742940194716	33.8500505498178
45	titi	S4	ultima	i	light	out-of-focus	non-final	0.086404446516553	262.047805336286	9.95026150432737	77.7992371147984	33.02770800297
46	titi	S4	penult	i	light	out-of-focus	non-final	0.04900550697954	221.240525040682	2.52349847871426	77.2607181887566	36.9806496563208
46	titi	S4	ultima	i	light	out-of-focus	non-final	0.091871517563789	240.388323977184	5.28201465229222	77.4245479281216	34.1415378504958
56	tempe	S4	penult	e	heavy	out-of-focus	non-final	0.030511591365553	225.369552605785	15.9690350128648	80.1995049491801	38.5068277993041
56	tempe	S4	ultima	e	heavy	out-of-focus	non-final	0.091602913637018	252.851983476957	2.12329998912343	82.2253902295235	36.4142142519067
57	tempe	S4	penult	e	heavy	out-of-focus	non-final	0.029537266029877	235.147174806978	14.8076350599278	80.3337308288698	41.9680225891841
57	tempe	S4	ultima	e	heavy	out-of-focus	non-final	0.091976803080456	274.439629191124	4.9148235033289	82.3924896600493	41.9348916359866
58	tempe	S4	penult	e	heavy	out-of-focus	non-final	0.035044591605697	220.346762740595	11.1687860976989	80.1026153198577	40.6268946359675
58	tempe	S4	ultima	e	heavy	out-of-focus	non-final	0.058326753172935	256.048748449388	4.4032562140994	82.2018948714341	35.168555820805
59	tempe	S4	penult	e	heavy	out-of-focus	non-final	0.043371175436278	228.53357691883	7.98451101861207	77.7631504694293	34.3947775567187
59	tempe	S4	ultima	e	heavy	out-of-focus	non-final	0.099828481392137	250.741010087896	2.39635704412493	79.512516821472	33.379177148452
61	tuntun	S4	penult	u	heavy	out-of-focus	non-final	0.057952863729497	223.981827779212	11.1018344347403	76.1442142416997	37.1963753164475
61	tuntun	S4	ultima	u	heavy	out-of-focus	non-final	0.068421768145186	248.303753229789	6.63721491218533	75.9534244882753	32.4245703856067
62	tuntun	S4	penult	u	heavy	out-of-focus	non-final	0.048050894722167	229.797122997732	9.25343595948275	75.3532472361237	40.7151421429009
62	tuntun	S4	ultima	u	heavy	out-of-focus	non-final	0.078142893673999	241.285093870732	6.43025559785274	76.3523540211862	33.9901567256686
63	tuntun	S4	penult	u	heavy	out-of-focus	non-final	0.060570089833448	228.370476071456	9.66500077894369	74.732181387569	41.1786854681541
63	tuntun	S4	ultima	u	heavy	out-of-focus	non-final	0.080752432410691	245.79388529829	10.2762921920404	74.4656815198648	36.480586918193
64	tuntun	S4	penult	u	heavy	out-of-focus	non-final	0.056831195399298	230.131390883341	7.86381484909876	75.0300858620382	42.4963923720141
64	tuntun	S4	ultima	u	heavy	out-of-focus	non-final	0.058700642616373	241.139441476681	11.2758367548598	74.0694069737084	40.6078324344938
66	sinting	S4	penult	i	heavy	out-of-focus	non-final	0.05271841152171	223.516733862573	16.2638894185315	76.6867248320629	39.3767575596235
66	sinting	S4	ultima	i	heavy	out-of-focus	non-final	0.114514314572375	243.389951522928	6.20157611059204	77.259461558969	30.4042653945979
67	sinting	S4	penult	i	heavy	out-of-focus	non-final	0.041866094873853	212.089991171914	17.1822643557861	75.0593608726981	39.5815260200306
67	sinting	S4	ultima	i	heavy	out-of-focus	non-final	0.089547213436276	243.469552729395	5.01763665087534	77.1882449759584	31.4828210529045
68	sinting	S4	penult	i	heavy	out-of-focus	non-final	0.031483303345169	223.732974506279	16.6502450396415	76.1464045844241	41.4011217357569
68	sinting	S4	ultima	i	heavy	out-of-focus	non-final	0.106507345359091	242.307694616297	5.88264998284431	78.1301857791704	29.2424226425866
69	sinting	S4	penult	i	heavy	out-of-focus	non-final	0.047894812535674	226.47342376728	14.7123318103192	76.0581495876403	34.9915043279181
69	sinting	S4	ultima	i	heavy	out-of-focus	non-final	0.103492986528181	251.483459337617	8.1220876206115	77.3377282850137	28.645410927158
70	tungku	S4	penult	u	heavy	in-focus	final	0.045670591750138	219.639753601872	9.72173297096999	75.0443705768875	36.2699862557185
70	tungku	S4	ultima	u	heavy	in-focus	final	0.171840767820356	203.513890355419	4.89916776559496	74.5539216931032	42.6216436485637
71	susu	S4	penult	u	light	in-focus	final	0.054428338381513	216.616216563159	14.7217469741354	73.5277108889773	41.4766270147805
71	susu	S4	ultima	u	light	in-focus	final	0.120776145857633	195.264927359927	10.5844397523858	71.9162170807948	41.2848698069133
72	tutus	S4	penult	u	light	in-focus	final	0.050420327765664	214.367218498609	4.04626505978779	72.634436657628	41.1950020504601
72	tutus	S4	ultima	u	light	in-focus	final	0.145610429323256	202.232935602636	5.38945093017488	74.5290093300776	37.5423439272877
73	tatap	S4	penult	a	light	in-focus	final	0.065281614899334	210.799259526111	7.28570918939518	77.3603289106838	36.2288806398552
73	tatap	S4	ultima	a	light	in-focus	final	0.089853908147973	196.505702760862	6.80222347882204	76.5772010094985	36.2639092802773
74	cete	S4	penult	e	light	in-focus	final	0.016870529693108	242.724213883339	10.890186538866	73.2717758943054	40.5769944435692
74	cete	S4	ultima	e	light	in-focus	final	0.165965872452034	209.934209314834	2.2542951867221	77.4296217166449	29.414377011357
75	pipis	S4	penult	i	light	in-focus	final	0.03615032557525	223.447772682453	9.04287619701256	74.0439551417395	41.8080698312551
75	pipis	S4	ultima	i	light	in-focus	final	0.079795230842819	209.946608774062	2.30292451711754	78.4877802206628	33.8615583256501
76	susu	S4	penult	u	light	in-focus	final	0.050257769702171	218.557284812182	15.5479623308942	72.9287605105577	41.6017490379993
76	susu	S4	ultima	u	light	in-focus	final	0.143909926438369	199.14923987558	6.45842681680282	72.5023310334524	41.9478829515569
77	pipis	S4	penult	i	light	in-focus	final	0.044444444360465	221.424659657951	7.64939832875147	74.4303043935708	36.2710944068568
77	pipis	S4	ultima	i	light	in-focus	final	0.08979591819741	196.040939159532	4.52653690026471	76.5208188108528	34.5462824871787
78	tempe	S4	penult	e	heavy	in-focus	final	0.02993197273247	228.915802562664	14.7063734204228	75.4691815003987	34.3748375828747
78	tempe	S4	ultima	e	heavy	in-focus	final	0.150363009279886	205.051792738007	4.11829080323034	76.4669487399177	34.8899078441319
79	susu	S4	penult	u	light	in-focus	final	0.054365283705124	221.414106403322	14.155727930194	72.972093937422	43.1188008553603
79	susu	S4	ultima	u	light	in-focus	final	0.142600238287173	194.612891429926	7.53160922325274	71.5507251382129	42.0991801946124
80	cingki	S4	penult	i	heavy	in-focus	final	0.065154861869132	230.495392139996	16.6209637667376	78.0241033320972	33.6577140456717
80	cingki	S4	ultima	i	heavy	in-focus	final	0.179582911623129	186.82360638339	8.94947551606383	74.7229357922731	32.8638277084408
81	tutus	S4	penult	u	light	in-focus	final	0.044083651182632	226.954998276001	2.42030556404342	75.479025306755	37.5818486789552
81	tutus	S4	ultima	u	light	in-focus	final	0.099383852666051	206.195351354806	6.35402477019727	75.8905822817771	34.5384968566654
82	tutus	S4	penult	u	light	in-focus	final	0.06010452527596	233.863615540044	4.64759675707636	74.8571674129592	38.01299750397
82	tutus	S4	ultima	u	light	in-focus	final	0.090156787913998	196.739496906169	5.58182517066648	74.0644098765649	38.7055908058105
83	tempe	S4	penult	e	heavy	in-focus	final	0.025460925216976	230.781172423583	14.5498672256733	77.313238238861	37.2856632483324
83	tempe	S4	ultima	e	heavy	in-focus	final	0.156866826426949	190.878031870037	7.21641083762719	75.4093865139166	38.3938290829516
84	tungku	S4	penult	u	heavy	in-focus	final	0.047036240642683	231.56759710545	9.54932323370797	74.4098563867276	36.2489692903975
84	tungku	S4	ultima	u	heavy	in-focus	final	0.205940802357304	215.397620317683	6.49915224365203	73.5472156885043	43.2069452612755
85	tatap	S4	penult	a	light	in-focus	final	0.057630273377981	217.392524854376	6.81882797503076	75.1812938874456	37.5396012236848
85	tatap	S4	ultima	a	light	in-focus	final	0.084254785640383	197.552157408395	8.58229356637599	75.8861395130308	37.6582658898558
86	titi	S4	penult	i	light	in-focus	final	0.056766495769239	230.674866369097	7.73296353985899	77.7654603772612	29.5192885125269
86	titi	S4	ultima	i	light	in-focus	final	0.176241676766267	203.991466359136	6.54066382493045	76.5077951872956	30.3361818907667
87	pantas	S4	penult	a	heavy	in-focus	final	0.076784449252955	218.139464782712	12.8854466924166	75.0346726259508	37.4858342848255
87	pantas	S4	ultima	a	heavy	in-focus	final	0.141055732465816	195.992845932642	13.5520328756503	74.1775590006431	37.0234849584532
88	pantas	S4	penult	a	heavy	in-focus	final	0.076399584668366	220.133355387499	13.181349846646	75.2964652038865	35.6895738035642
88	pantas	S4	ultima	a	heavy	in-focus	final	0.12756185840351	195.835024028605	11.8622509079829	75.4261333472509	36.444400761181
89	tuntun	S4	penult	u	heavy	in-focus	final	0.06853008318194	234.652007215136	8.17526052234824	75.3877694792047	40.6064727250662
89	tuntun	S4	ultima	u	heavy	in-focus	final	0.105390394978144	203.718788504639	6.27598142046506	75.0918077453849	37.4686454104326
90	susu	S4	penult	u	light	in-focus	final	0.063081385455007	225.82500030815	14.2874479011098	73.1585841558581	42.0039457470736
90	susu	S4	ultima	u	light	in-focus	final	0.16760506704361	191.365644196766	8.97754074423621	70.2313509435594	44.5373220868396
91	pipis	S4	penult	i	light	in-focus	final	0.057992679513859	226.824520441505	7.26066231549784	76.3372024939943	32.1036020219739
91	pipis	S4	ultima	i	light	in-focus	final	0.083050211518298	212.590919241086	4.73804779419356	77.6191745954808	34.8302591886872
92	cete	S4	penult	e	light	in-focus	final	0.021955803045103	246.849831816256	8.63552397057445	73.6655942172485	40.0979973295459
92	cete	S4	ultima	e	light	in-focus	final	0.182805925353478	204.22902316093	2.85457489024471	75.8687974813664	29.0084576417591
93	tempe	S4	penult	e	heavy	in-focus	final	0.030719761259775	231.788527620461	14.5670990030865	76.41975056678	34.3139032233823
93	tempe	S4	ultima	e	heavy	in-focus	final	0.153241599772514	200.482373019205	5.28491946665149	75.3258554282584	36.636868370317
94	sinting	S4	penult	i	heavy	in-focus	final	0.07269574197278	233.88367484627	10.8849877744361	77.0660924259316	34.4063092192291
94	sinting	S4	ultima	i	heavy	in-focus	final	0.121383288390348	230.69266557561	1.72914526540648	76.8921807385799	29.3015521322241
95	tuntun	S4	penult	u	heavy	in-focus	final	0.06151272757279	228.073199525621	12.0310518658597	73.5715840922642	40.7508076295696
95	tuntun	S4	ultima	u	heavy	in-focus	final	0.093944710215965	210.290304245129	4.91946344511737	74.3085021113778	37.4785030135427
96	tutus	S4	penult	u	light	in-focus	final	0.071269947755923	221.777620179038	2.71925032928741	73.0824599871777	42.3591387054135
96	tutus	S4	ultima	u	light	in-focus	final	0.075427237852182	208.665058798481	4.19001932264117	74.1443195701851	39.9037934655753
97	sinting	S4	penult	i	heavy	in-focus	final	0.052979434223744	223.799252927935	15.7093285972465	75.266043779074	37.576216122993
97	sinting	S4	ultima	i	heavy	in-focus	final	0.116095341071173	214.266606918704	2.5821638838375	76.3311996366054	28.9592034332967
98	pipis	S4	penult	i	light	in-focus	final	0.043630055513972	227.747600081986	5.91142545954133	75.5039589072648	37.4468152655769
98	pipis	S4	ultima	i	light	in-focus	final	0.084885686238181	210.918235827835	3.67130330216444	76.947602090148	38.2353750165361
99	titi	S4	penult	i	light	in-focus	final	0.064696025812168	228.762988177279	7.96565075089872	77.2374777274877	31.2682220854401
99	titi	S4	ultima	i	light	in-focus	final	0.186775108935308	200.786299150438	7.48994936548031	75.1092307625426	33.1698477536291
100	sinting	S4	penult	i	heavy	in-focus	final	0.057128812819087	226.730941405721	15.4803913721648	77.0454525897412	37.1794304380296
100	sinting	S4	ultima	i	heavy	in-focus	final	0.144227167922054	215.701608826832	1.98493226481684	76.1981006992232	28.6074274524291
101	cete	S4	penult	e	light	in-focus	final	0.02035065572079	252.647947805295	8.5347089589209	73.6549098242116	39.8147520525755
101	cete	S4	ultima	e	light	in-focus	final	0.16660403483354	219.482731296111	1.69536264354879	75.7978713797977	29.0008292683946
103	tempe	S4	penult	e	heavy	in-focus	final	0.016507006218376	238.365738380642	17.2153122419314	75.7865158955299	32.4401553333468
103	tempe	S4	ultima	e	heavy	in-focus	final	0.173742330396067	192.286326994695	6.82532474263156	73.5390415903444	39.6632732585785
105	titi	S4	penult	i	light	in-focus	final	0.072408678559782	233.035028166437	4.9874557878705	79.9303178040896	33.5472690025163
105	titi	S4	ultima	i	light	in-focus	final	0.186496962115825	206.844224396207	7.28641780479336	78.7250950056025	34.1785482992687
106	cingki	S4	penult	i	heavy	in-focus	final	0.058943906299191	216.413206488716	17.3959334428575	77.7045569818801	33.8716403841348
106	cingki	S4	ultima	i	heavy	in-focus	final	0.132018686359174	189.001648798913	6.46766370911843	75.6437517905778	35.4077690789799
107	tungku	S4	penult	u	heavy	in-focus	final	0.047300602184691	230.84267299121	6.75013468633355	76.8404964080949	35.222356529335
107	tungku	S4	ultima	u	heavy	in-focus	final	0.11364101863785	188.378763725271	4.01495007871217	73.4763416628698	46.0816302957641
108	tuntun	S4	penult	u	heavy	in-focus	final	0.087270121907523	228.454886080722	7.35185975641551	76.0398881342402	38.5092941403972
108	tuntun	S4	ultima	u	heavy	in-focus	final	0.100720512429575	206.050623601921	4.75205842284864	75.8883878731828	34.5815778261418
109	cingki	S4	penult	i	heavy	in-focus	final	0.040506994561611	226.897158554296	16.4000605316767	74.5760479360549	36.3901428590399
109	cingki	S4	ultima	i	heavy	in-focus	final	0.118677522755092	191.978096705287	4.93043917318004	75.3074698208566	35.3617050995881
110	tatap	S4	penult	a	light	in-focus	final	0.070638628077631	207.099987015639	6.22423281433403	76.1228586069294	36.0440202320307
110	tatap	S4	ultima	a	light	in-focus	final	0.078882118663501	186.728192766753	5.77287332968898	75.655379285663	37.9252099499036
111	tungku	S4	penult	u	heavy	in-focus	final	0.058440379156536	221.949260524725	8.46779919389765	73.971328176979	39.9093994726483
111	tungku	S4	ultima	u	heavy	in-focus	final	0.210000179437202	183.414440995677	9.32063479326098	70.9172884279201	47.4271671213907
112	cete	S4	penult	e	light	in-focus	final	0.01718288895961	231.173535159994	7.46388162313063	73.9367939172818	36.731716907587
112	cete	S4	ultima	e	light	in-focus	final	0.124369727501062	192.410496437994	3.79198696145117	74.9149673086263	33.5499864458445
113	tatap	S4	penult	a	light	in-focus	final	0.062679150090503	202.328411238929	5.80005746406646	74.9578434466727	36.4709172951227
113	tatap	S4	ultima	a	light	in-focus	final	0.077767856778223	187.22839946791	7.21811517497709	74.0394567329078	37.7120692865273
114	pantas	S4	penult	a	heavy	in-focus	final	0.076426098411162	204.307772015433	9.7772260025375	75.1463503746796	35.6094226250612
114	pantas	S4	ultima	a	heavy	in-focus	final	0.127025446324637	182.522447499128	8.97402558330495	72.8168846176128	35.4662249626753
115	sinting	S4	penult	i	heavy	in-focus	final	0.065021116049252	213.233914632898	13.8773039038782	75.0598285852586	34.0421933316788
115	sinting	S4	ultima	i	heavy	in-focus	final	0.130562082973597	197.044616348513	5.27330312754049	73.9052785897384	30.1183389789951
116	cingki	S4	penult	i	heavy	in-focus	final	0.063844144317841	217.274939106042	16.8463099351323	75.1889091332975	35.9655478550314
116	cingki	S4	ultima	i	heavy	in-focus	final	0.146887967129715	197.674746447227	6.87051791391745	73.5202591092378	35.2739206675039
117	titi	S4	penult	i	light	in-focus	final	0.064421357441233	216.936851839632	5.01333030787289	75.4436608186225	31.7106202057678
117	titi	S4	ultima	i	light	in-focus	final	0.156405610745878	200.090931788481	6.13568364430468	74.2500264123128	33.5662014002504
118	pantas	S4	penult	a	heavy	in-focus	final	0.074486571836474	213.040857001746	12.689156811112	74.5632391437997	33.7637017748842
118	pantas	S4	ultima	a	heavy	in-focus	final	0.138059934697367	200.495973213432	11.1043795727253	72.4720057533879	35.2236388959166
119	tuntun	S4	penult	u	heavy	in-focus	final	0.090853533084783	220.81089261338	5.86769949616313	74.6346194527089	38.6427986692054
119	tuntun	S4	ultima	u	heavy	in-focus	final	0.101311493727508	205.938504304399	3.63698655511308	73.7610272739568	38.4087156149181
121	tuntun	S4	penult	u	heavy	out-of-focus	final	0.060133273696465	210.961858735801	11.9171917332407	70.9031655502515	46.1900394980406
121	tuntun	S4	ultima	u	heavy	out-of-focus	final	0.10196511626782	195.935094689011	16.2818241264349	70.0746772070645	44.2590932181431
122	tuntun	S4	penult	u	heavy	out-of-focus	final	0.056538349725315	209.710315359771	12.2997486352669	71.8493135181702	39.5410872778639
122	tuntun	S4	ultima	u	heavy	out-of-focus	final	0.109041517668174	189.465290587924	12.8026624567406	70.7327936833437	39.7818643507137
123	tuntun	S4	penult	u	heavy	out-of-focus	final	0.063428794501647	200.353169935135	10.2989829612026	69.9692120956136	43.1192273591419
123	tuntun	S4	ultima	u	heavy	out-of-focus	final	0.114178244634559	184.825946384666	15.2017210705164	69.5140032860668	38.931534135858
124	tuntun	S4	penult	u	heavy	out-of-focus	final	0.068019714108914	200.391046367372	9.49033814501468	71.5304258269652	41.668068137004
124	tuntun	S4	ultima	u	heavy	out-of-focus	final	0.109034407046352	181.385128584736	11.2157300718973	69.8317862377204	39.886232834412
126	tatap	S4	penult	a	light	out-of-focus	final	0.067986927583661	202.586959590196	8.8310159524143	75.6183313740222	39.4783055077064
126	tatap	S4	ultima	a	light	out-of-focus	final	0.080892920616634	181.503601715336	11.1093310567994	73.8044011379522	41.6809810702936
127	tatap	S4	penult	a	light	out-of-focus	final	0.055878437213551	218.36740371551	13.9315617557953	75.9333441836844	42.5567431519576
127	tatap	S4	ultima	a	light	out-of-focus	final	0.082967593353942	174.382836666554	8.94042988774731	75.0866119882852	41.2577847080268
128	tatap	S4	penult	a	light	out-of-focus	final	0.059107703410632	199.083129561615	7.46829792801248	77.4563979060865	36.4942416444495
128	tatap	S4	ultima	a	light	out-of-focus	final	0.072745555290226	174.357433403313	8.00381280931272	74.2093415680923	40.0182598607461
129	tatap	S4	penult	a	light	out-of-focus	final	0.067695898761826	197.474808504833	5.00637093429737	75.9928273449985	36.1810370920802
129	tatap	S4	ultima	a	light	out-of-focus	final	0.092698576391172	178.382201449614	9.73969751733215	73.7086645670976	41.2423931401692
131	tempe	S4	penult	e	heavy	out-of-focus	final	0.036994778849135	213.477665254532	15.7941467870519	74.3454419813428	40.5411546872629
131	tempe	S4	ultima	e	heavy	out-of-focus	final	0.179656965948425	179.126335104021	10.6861381243327	71.8823526538515	46.8801075974357
132	tempe	S4	penult	e	heavy	out-of-focus	final	0.018749844750232	216.456889915132	11.3860210770917	76.0487482534936	37.7247424330039
132	tempe	S4	ultima	e	heavy	out-of-focus	final	0.135325759491252	180.028311990702	10.049963524196	73.2571539820411	45.6527437553711
133	tempe	S4	penult	e	heavy	out-of-focus	final	0.029168023060493	210.155430091518	13.4944430443469	75.4248517121637	35.8275139329068
133	tempe	S4	ultima	e	heavy	out-of-focus	final	0.132002339687574	177.337399441241	10.3476722815259	72.6765191519858	46.5448135617076
135	tempe	S4	penult	e	heavy	out-of-focus	final	0.028003266403516	212.51912571458	11.5384419144335	76.3022215603078	33.0827712202408
135	tempe	S4	ultima	e	heavy	out-of-focus	final	0.145093007683499	172.904030673395	10.7508360388954	72.5103830569112	44.0934562175793
137	cingki	S4	penult	i	heavy	out-of-focus	final	0.060392247314212	213.675062564328	14.6346719225072	75.7231933976954	33.390904880882
137	cingki	S4	ultima	i	heavy	out-of-focus	final	0.161560312560255	177.925433091624	7.83666206648814	73.5417209005092	36.0298824198697
138	cingki	S4	penult	i	heavy	out-of-focus	final	0.068833797463412	203.647606031148	14.2557826749176	74.8906874599808	35.7952202481758
138	cingki	S4	ultima	i	heavy	out-of-focus	final	0.121353607211176	176.673028181024	10.1230554008976	72.4307762151484	38.9059922180303
139	cingki	S4	penult	i	heavy	out-of-focus	final	0.058518049619011	202.983861819467	14.401034004466	74.8011592688446	36.1833536948639
139	cingki	S4	ultima	i	heavy	out-of-focus	final	0.125652253783187	181.229395512762	6.72707036607241	73.7063417496945	36.7078785563943
140	cingki	S4	penult	i	heavy	out-of-focus	final	0.059858506598403	199.801502118988	13.4025368200958	75.4400793548226	33.9365008226412
140	cingki	S4	ultima	i	heavy	out-of-focus	final	0.120861571296473	179.39112620295	8.94898075401519	72.7180426951881	36.9979363842623
142	sinting	S4	penult	i	heavy	out-of-focus	final	0.045952149194932	214.162442360599	14.7571899553435	75.0738919849469	35.4633430137007
142	sinting	S4	ultima	i	heavy	out-of-focus	final	0.109215039524884	179.088944136792	8.74489471793694	73.2626093377861	33.1255162733463
143	sinting	S4	penult	i	heavy	out-of-focus	final	0.053136518262363	207.567797812141	14.8637435940413	75.5335978267134	36.2585348073173
143	sinting	S4	ultima	i	heavy	out-of-focus	final	0.08593042084749	210.37303420655	7.51236285802314	73.4464492291046	38.4160907861726
144	sinting	S4	penult	i	heavy	out-of-focus	final	0.055024859321406	198.938667818322	14.034423662412	73.0825520372462	36.7265951014108
144	sinting	S4	ultima	i	heavy	out-of-focus	final	0.087631785106737	199.99597823789	10.5486523501903	72.8654278940673	39.5082563023961
145	sinting	S4	penult	i	heavy	out-of-focus	final	0.040321507679778	218.160259548513	15.7837724010478	77.6148085156128	38.2895440757265
145	sinting	S4	ultima	i	heavy	out-of-focus	final	0.160841880600969	174.517062776987	9.7934912228412	73.1624448006643	35.736021190214
147	tutus	S4	penult	u	light	out-of-focus	final	0.053254183982745	216.173165447931	3.08613308810341	78.2921152844445	39.615650570841
147	tutus	S4	ultima	u	light	out-of-focus	final	0.090416580181909	194.861635481229	6.84493127390329	78.9865108421244	40.1696467578399
148	tutus	S4	penult	u	light	out-of-focus	final	0.043363791338265	207.177146322362	9.65360980077293	74.6973450074737	49.7099507434204
148	tutus	S4	ultima	u	light	out-of-focus	final	0.111661860860067	182.018587677959	12.6558169072037	75.2167093068773	42.2807794725555
149	tutus	S4	penult	u	light	out-of-focus	final	0.036698013045793	214.462409104552	3.51195676825299	77.4048415005202	43.5018834244704
149	tutus	S4	ultima	u	light	out-of-focus	final	0.102839098631648	191.811359902505	5.87782897927366	76.962919472052	41.6642542893168
150	tutus	S4	penult	u	light	out-of-focus	final	0.057100443327727	203.951330081203	2.55437114214752	76.1042568629728	40.6742908128675
150	tutus	S4	ultima	u	light	out-of-focus	final	0.095010182192482	186.485388361129	8.48117412731054	75.0219937906517	44.0856918905418
152	titi	S4	penult	i	light	out-of-focus	final	0.061258242599251	211.658880055234	6.2320726795031	78.4681166565902	36.7382304132611
152	titi	S4	ultima	i	light	out-of-focus	final	0.124750842305502	184.731567639531	5.81093706519111	76.2067888580252	39.187511313997
153	titi	S4	penult	i	light	out-of-focus	final	0.044435134248715	201.733257099098	4.08516869848818	77.479958641556	39.1468219577768
153	titi	S4	ultima	i	light	out-of-focus	final	0.151602222730844	174.640152551936	4.86238567750227	74.7406794734149	35.1255805628367
154	titi	S4	penult	i	light	out-of-focus	final	0.059791319065312	197.842096006338	4.07986590338423	75.7280367880732	39.4749490969278
154	titi	S4	ultima	i	light	out-of-focus	final	0.133184244931158	175.160650642912	6.30647455998372	73.4317016719978	38.5424168808393
155	titi	S4	penult	i	light	out-of-focus	final	0.048597480668946	204.662417306353	3.01115356224719	77.3917509225572	35.7903413082106
155	titi	S4	ultima	i	light	out-of-focus	final	0.1150013006378	177.580193338672	8.50754454394328	75.0400199321443	38.1772573310233
159	susu	S4	penult	u	light	out-of-focus	final	0.066067301122985	207.780034578724	10.8165270007908	76.1117576006719	42.8542637206866
159	susu	S4	ultima	u	light	out-of-focus	final	0.129199460735663	171.474537478541	11.9436359884589	71.4453375780709	48.1324006469431
160	susu	S4	penult	u	light	out-of-focus	final	0.047811532206424	208.897798521651	10.6581077605802	75.8827610887718	41.791437995507
160	susu	S4	ultima	u	light	out-of-focus	final	0.157612908908959	171.517960226707	13.9516949009314	72.0313127377141	48.0239898414167
161	susu	S4	penult	u	light	out-of-focus	final	0.057263781834536	206.497797556752	14.5421028525409	75.4234640076948	42.2799992230798
161	susu	S4	ultima	u	light	out-of-focus	final	0.138977046883383	182.211963552945	13.314321601704	73.3763242113395	47.4222672222191
162	susu	S4	penult	u	light	out-of-focus	final	0.053821076141048	200.659361566815	11.349315394612	75.6842132346813	42.0733618225613
162	susu	S4	ultima	u	light	out-of-focus	final	0.141786492630217	170.12664562941	12.1659443330162	71.3643812336534	48.3933081223193
164	cete	S4	penult	e	light	out-of-focus	final	0.033700224759514	214.214551724532	5.65822448435183	77.559309858833	36.7656469121736
164	cete	S4	ultima	e	light	out-of-focus	final	0.114246299918022	182.009367483373	6.44121955090157	74.8744364447629	41.9219599811437
165	cete	S4	penult	e	light	out-of-focus	final	0.023207230115986	212.677503730664	9.06769238631518	75.2292732752682	37.2447504311447
165	cete	S4	ultima	e	light	out-of-focus	final	0.148527635913752	176.011757819309	11.8690002242873	73.2745082186045	39.686026067382
166	cete	S4	penult	e	light	out-of-focus	final	0.026954863758874	218.543325260168	5.87825253023513	76.9960122703591	34.3686247250742
166	cete	S4	ultima	e	light	out-of-focus	final	0.129024759454751	179.593223883478	11.4413712353251	73.8240818790169	40.3570186825867
167	cete	S4	penult	e	light	out-of-focus	final	0.034514328154273	205.047223191227	8.02195547107173	75.508281631729	35.6221549336256
167	cete	S4	ultima	e	light	out-of-focus	final	0.107280165179418	172.962296862227	9.55290922245527	73.2483311994444	39.2087228735465
169	pantas	S4	penult	a	heavy	out-of-focus	final	0.073706945434878	201.494003920065	10.1669459197686	76.1750775881179	36.7034312711172
169	pantas	S4	ultima	a	heavy	out-of-focus	final	0.115799045558788	180.917265252403	14.8441719334131	73.2579621084233	33.7824565388951
