WordOrder	Word	Participant	Position	Vowel	Weight	Focus	Final	Duration	F0	H1H2	Intensity	SpectralBalance
112	tatap	S2	penult	a	light	in-focus	non-final	0.077221920837587	218.445226615477	0.290987804927333	78.5208485946563	35.7818245418775
112	tatap	S2	ultima	a	light	in-focus	non-final	0.092482710082095	228.690861013464	0.900979129580101	80.6496109903142	39.5041554708501
113	tuntun	S2	penult	u	heavy	in-focus	non-final	0.080163134416807	249.622113461697	-2.92673872723497	80.8962456846761	37.3985128965435
113	tuntun	S2	ultima	u	heavy	in-focus	non-final	0.065506997428543	273.393398627401	-6.84525461586708	84.2656108051217	35.4206803511791
114	tuntun	S2	penult	u	heavy	in-focus	non-final	0.078534762237382	227.643019140885	0.1508960652952	76.1638136929179	36.95301170567
114	tuntun	S2	ultima	u	heavy	in-focus	non-final	0.083532812358271	239.674708107559	-1.34078776883154	77.8808047407586	32.3685998103606
115	susu	S2	penult	u	light	in-focus	non-final	0.080429836368126	251.315013203064	8.01060904698161	73.2992949494149	31.9494290437567
115	susu	S2	ultima	u	light	in-focus	non-final	0.10647885868957	289.755393379306	10.5544032146273	76.05748903611	29.2393086998933
116	sinting	S2	penult	i	heavy	in-focus	non-final	0.070306811656224	240.892030700674	11.969691900202	75.2025354594783	31.3749667182835
116	sinting	S2	ultima	i	heavy	in-focus	non-final	0.088583569114803	268.02745006801	-5.86574059597896	83.7762995902558	31.569542876827
117	sinting	S2	penult	i	heavy	in-focus	non-final	0.07247764344811	225.174101152852	10.1937747072979	73.6090425780573	31.4163084034073
117	sinting	S2	ultima	i	heavy	in-focus	non-final	0.109020109128096	249.354347308992	-2.80777894499039	81.5912190402254	33.8472665438378
118	tuntun	S2	penult	u	heavy	in-focus	non-final	0.08374495405269	236.512406385087	0.577601131781549	76.9510036103627	36.902810442336
118	tuntun	S2	ultima	u	heavy	in-focus	non-final	0.115081409766731	272.696379925695	-5.61955250791499	81.9536119360237	38.8739642997752
119	cingki	S2	penult	i	heavy	in-focus	non-final	0.150511814933793	222.277943815571	12.1222992403632	71.4606582220211	24.4345512549841
119	cingki	S2	ultima	i	heavy	in-focus	non-final	0.127669739765679	208.599077158962	11.6511754939729	72.969898735098	27.2885409463072
120	tuntun	S2	penult	u	heavy	in-focus	non-final	0.076299941318666	211.481460554277	-4.18532922777372	80.0640599777376	41.7057550053001
120	tuntun	S2	ultima	u	heavy	in-focus	non-final	0.104040977189015	280.986312868964	-5.30315991781003	83.6939716917997	36.342859337898
121	pantas	S2	penult	a	heavy	in-focus	non-final	0.076740307395539	222.17211988529	4.73979172713975	79.3869279521621	41.1561166535301
121	pantas	S2	ultima	a	heavy	in-focus	non-final	0.10575550036981	284.577509320444	-0.848694125612525	83.3461032841689	33.5994045472596
122	cete	S2	penult	e	light	in-focus	non-final	0.035549499838453	232.090955873961	14.6975989101098	74.0789115012359	17.2995079634797
122	cete	S2	ultima	e	light	in-focus	non-final	0.157646840423126	271.393339849459	-7.1038070077139	82.3750463583079	32.93023115835
123	tungku	S2	penult	u	heavy	in-focus	non-final	0.099884720133446	244.029131627105	2.21724203038438	78.4524268343531	36.0926661351334
123	tungku	S2	ultima	u	heavy	in-focus	non-final	0.145357227962108	291.834469523659	8.28121355305478	77.2682312297531	29.5096553296869
124	tutus	S2	penult	u	light	in-focus	non-final	0.079406240713865	226.005774314046	-3.29253645273386	77.8847899064581	37.8960305096896
124	tutus	S2	ultima	u	light	in-focus	non-final	0.122360861912739	256.110089159706	-1.63046169156824	83.4074601592237	32.8031405974435
126	tutus	S2	penult	u	light	in-focus	non-final	0.065101950954272	246.972223373869	0.770893522110363	77.1575456488953	39.4084667596507
126	tutus	S2	ultima	u	light	in-focus	non-final	0.128362980711586	299.738189473898	-1.34940521359059	83.9825120951015	32.4993578857105
127	pantas	S2	penult	a	heavy	in-focus	non-final	0.07256476788973	236.471486730696	5.4086757038011	82.3520389459608	40.8111153147525
127	pantas	S2	ultima	a	heavy	in-focus	non-final	0.10284847564219	290.885508919642	-1.21230727171176	83.9471378871848	31.2930421830657
128	pipis	S2	penult	i	light	in-focus	non-final	0.088352444500174	250.184034815891	5.92756785716966	78.8686271988259	31.7531551632298
128	pipis	S2	ultima	i	light	in-focus	non-final	0.122773693831846	308.041462848311	-1.48166825442733	86.8628553371605	34.271704014757
129	cete	S2	penult	e	light	in-focus	non-final	0.017038386170725	237.078985976104	1.01492903277046	66.8979586133646	22.2066383757324
129	cete	S2	ultima	e	light	in-focus	non-final	0.143901297939351	297.775119683064	-1.27830152593291	76.0246034284341	30.9255116564006
130	titi	S2	penult	i	light	in-focus	non-final	0.092578374789696	254.637792148069	11.7659688545787	70.1996377890596	28.3427322430569
130	titi	S2	ultima	i	light	in-focus	non-final	0.12081252300618	290.724918650851	14.7441120498251	73.3406960862386	26.1328246803701
131	cingki	S2	penult	i	heavy	in-focus	non-final	0.06790302298009	279.419436164186	16.6996231262123	76.9336033839627	27.6269274876995
131	cingki	S2	ultima	i	heavy	in-focus	non-final	0.247457727193705	225.267473261781	7.58483111163066	73.9328087096884	28.7951114762029
132	pipis	S2	penult	i	light	in-focus	non-final	0.100719741296757	228.891950860243	6.97487021275121	72.7481031445596	33.9262426820086
132	pipis	S2	ultima	i	light	in-focus	non-final	0.115841931036584	275.791701757627	-5.18259293075811	81.4583003948809	33.4178845643931
133	cete	S2	ultima	e	light	in-focus	non-final	0.170420353425129	224.600744418086	-8.03679276279664	82.2634098683529	39.3020692832321
134	tempe	S2	penult	e	heavy	in-focus	non-final	0.026047198201695	270.961438806974	-1.98621873990932	84.3246217003392	36.5438898816341
134	tempe	S2	ultima	e	heavy	in-focus	non-final	0.268461754853661	214.252585711724	-7.98055757037046	78.7727276225703	40.2260996120371
135	pantas	S2	penult	a	heavy	in-focus	non-final	0.069057467488165	218.736929065306	4.50451124648896	74.5151179843476	38.9885455854419
135	pantas	S2	ultima	a	heavy	in-focus	non-final	0.101713775396547	270.131636052862	2.47657856963547	78.4667921816189	32.2030661056733
136	titi	S2	penult	i	light	in-focus	non-final	0.089375614611868	238.082369938718	8.54290078045019	71.0660195515894	30.3098339320611
136	titi	S2	ultima	i	light	in-focus	non-final	0.123727627507492	264.874250892273	10.1151178156075	72.5681442648467	22.9666138894619
137	tempe	S2	penult	e	heavy	in-focus	non-final	0.019087295571808	259.711001858359	-1.44741005377751	81.4327174872916	36.838799842505
137	tempe	S2	ultima	e	heavy	in-focus	non-final	0.146020711352435	258.028367512467	2.49363292445202	75.119539275857	29.6035785337047
139	tatap	S2	penult	a	light	in-focus	non-final	0.072695715209193	234.876580177611	-1.19941227152817	79.4322679588932	35.6664588653216
139	tatap	S2	ultima	a	light	in-focus	non-final	0.080682202160801	258.034032606253	0.690024424606513	82.7952154571522	35.5583759877642
140	pipis	S2	penult	i	light	in-focus	non-final	0.083026292030695	231.432777950819	5.62871805963877	72.2252532076918	31.0262446775494
140	pipis	S2	ultima	i	light	in-focus	non-final	0.117852858109813	262.72082968999	-6.36264226904275	79.9261498696549	32.0343530214115
141	titi	S2	penult	i	light	in-focus	non-final	0.108357274776495	243.448562233598	7.82831088698919	72.3633942137051	29.4485125887847
141	titi	S2	ultima	i	light	in-focus	non-final	0.236446920049389	222.217364155458	2.92679491316984	72.5161284722015	28.8683638625209
142	cingki	S2	penult	i	heavy	in-focus	non-final	0.181749035752773	234.541024086212	14.3990186141149	69.466267692674	25.4216845525144
142	cingki	S2	ultima	i	heavy	in-focus	non-final	0.117346348927299	288.763327319521	19.0540406569802	73.1172556366922	26.5037031868224
143	tuntun	S2	penult	u	heavy	in-focus	non-final	0.071343368022781	236.43082756284	2.22712418863909	72.6591793935026	35.2584547960215
143	tuntun	S2	ultima	u	heavy	in-focus	non-final	0.093659335798179	265.231541082902	-1.72442561161508	76.4028883542625	32.9948415679952
145	titi	S2	penult	i	light	in-focus	non-final	0.094374478825785	257.309360573791	8.65162858859112	72.1983593986696	27.9793970583183
145	titi	S2	ultima	i	light	in-focus	non-final	0.212508570231307	226.305675035414	3.68693979353783	73.0266010954381	28.9277593662452
146	sinting	S2	penult	i	heavy	in-focus	non-final	0.079367585674845	264.433627413251	12.94606841978	76.9997050284597	27.4884970588292
146	sinting	S2	ultima	i	heavy	in-focus	non-final	0.233336444465976	206.841353089363	-4.83601788054903	79.524590721442	33.8748044078756
147	tempe	S2	penult	e	heavy	in-focus	non-final	0.030928074552435	258.242692013837	3.01827124982991	82.9800217975148	36.6330404544431
147	tempe	S2	ultima	e	heavy	in-focus	non-final	0.132233319654347	310.339906923343	9.01576180336141	77.5156252872284	29.8861384236643
148	sinting	S2	penult	i	heavy	in-focus	non-final	0.08014910693305	262.086535696916	9.76243723490386	75.7885742793188	28.0651603610671
148	sinting	S2	ultima	i	heavy	in-focus	non-final	0.116402804969312	224.294133600414	-8.48127721025967	84.4469233824128	34.6983260618087
149	susu	S2	penult	u	light	in-focus	non-final	0.101967409111467	239.071467092682	3.20980861349734	71.9974099757228	31.9503264048778
149	susu	S2	ultima	u	light	in-focus	non-final	0.099619475348959	272.6782538787	5.66182728631045	71.7218125046678	28.3278204553164
150	susu	S2	penult	u	light	in-focus	non-final	0.097325932919603	260.591003663291	6.34712788965275	72.2459321194349	29.5749587366024
150	susu	S2	ultima	u	light	in-focus	non-final	0.163938622240721	237.355747898727	0.008132098557411	75.5919941962159	32.2812801856701
151	tempe	S2	penult	e	heavy	in-focus	non-final	0.028953583791349	242.728194189737	5.98978988585588	78.7330533866833	36.7867326135752
151	tempe	S2	ultima	e	heavy	in-focus	non-final	0.094471994340438	302.961841054353	7.18461314346635	75.4035050971634	31.3672821820833
152	tungku	S2	penult	u	heavy	in-focus	non-final	0.088040144242768	255.17299325934	0.496065512909944	74.2742902554248	36.7308749375982
152	tungku	S2	ultima	u	heavy	in-focus	non-final	0.254766785562651	230.163561681146	-3.39141788454479	75.9348606261588	36.335304717026
153	tutus	S2	penult	u	light	in-focus	non-final	0.07042102679884	227.093629548386	-5.02515889631223	76.1665370967632	40.0198501816027
153	tutus	S2	ultima	u	light	in-focus	non-final	0.157881272580539	239.802151321447	-5.23072817756974	79.8953082710543	32.7919267668951
154	sinting	S2	penult	i	heavy	in-focus	non-final	0.072136972832368	247.101934419305	11.3895006911687	74.4120168158437	28.6325918947444
154	sinting	S2	ultima	i	heavy	in-focus	non-final	0.151790837167709	229.485353051596	-7.90373833456594	82.5605581684754	34.5865840977741
155	tutus	S2	penult	u	light	in-focus	non-final	0.066786267118687	238.056797005757	-2.00257009263234	75.2062039801247	37.2716467397964
155	tutus	S2	ultima	u	light	in-focus	non-final	0.102795234138171	285.286048700076	-1.68534149845568	81.0586653498224	31.88727618385
156	pipis	S2	penult	i	light	in-focus	non-final	0.074749987000928	253.609225310253	6.20148461230379	76.5064400637227	30.1266295619724
156	pipis	S2	ultima	i	light	in-focus	non-final	0.09259485612813	290.536960134644	-4.84964206900902	84.074501909694	30.8694428606759
157	tatap	S2	penult	a	light	in-focus	non-final	0.079329659891869	238.244883006125	-0.388725844922959	82.2452971251264	39.0544061515416
157	tatap	S2	ultima	a	light	in-focus	non-final	0.097556970020264	227.124758922525	-1.32916550928604	80.909896590527	38.9698661297201
158	cete	S2	penult	e	light	in-focus	non-final	0.026908747896755	246.814378167564	2.06053043187164	68.1059332215043	17.6831161977605
158	cete	S2	ultima	e	light	in-focus	non-final	0.166646165306588	241.301237008913	-9.01580195784154	82.011018952892	33.9330562575322
159	cingki	S2	penult	i	heavy	in-focus	non-final	0.088544634649111	247.025468780819	13.1192132099789	74.9520779329419	25.5783182433709
159	cingki	S2	ultima	i	heavy	in-focus	non-final	0.125835878537373	286.201030087759	18.1141964417807	78.1427162633323	28.7192394955541
160	pantas	S2	penult	a	heavy	in-focus	non-final	0.064434905976441	246.549440389592	5.32531653104096	80.965178097369	35.4619252023917
160	pantas	S2	ultima	a	heavy	in-focus	non-final	0.118831565785399	205.571699451123	3.75144524015725	77.4670407304458	31.9179248143827
162	tutus	S2	penult	u	light	out-of-focus	non-final	0.079278844415171	230.122393952063	-5.13670424389088	76.8665717169312	36.1719424270046
162	tutus	S2	ultima	u	light	out-of-focus	non-final	0.096676528096623	301.426971353873	-1.2820411664349	83.6282833793654	31.1783937804656
163	tutus	S2	penult	u	light	out-of-focus	non-final	0.070283091720626	216.806691093738	-3.32675536569257	75.3920590292563	39.4721769801589
163	tutus	S2	ultima	u	light	out-of-focus	non-final	0.110593209097033	296.875234900526	-3.53989266006589	82.8136007008612	32.2362037734261
164	tutus	S2	penult	u	light	out-of-focus	non-final	0.072449072397149	224.013476023689	-7.75900017845229	79.1530400465182	36.8622845822315
164	tutus	S2	ultima	u	light	out-of-focus	non-final	0.123935122863031	268.298721249794	-3.13242616610741	81.1629925199381	30.4274997638099
165	tutus	S2	penult	u	light	out-of-focus	non-final	0.064463340249404	233.134336903193	-1.3654616889914	74.8781233519782	37.8527613590956
165	tutus	S2	ultima	u	light	out-of-focus	non-final	0.113950348925641	280.574866009291	-2.71944247043913	81.4801267674533	31.6178994432245
167	sinting	S2	penult	i	heavy	out-of-focus	non-final	0.078933186335121	241.704439035243	6.07489367895163	75.1694067613919	31.7736088279139
167	sinting	S2	ultima	i	heavy	out-of-focus	non-final	0.075352541273333	277.589886588722	-3.31168395510424	81.3997812281162	30.4002086434642
168	sinting	S2	penult	i	heavy	out-of-focus	non-final	0.069212337739828	242.919766269325	7.25476296165402	73.8045202960012	26.7616126226562
168	sinting	S2	ultima	i	heavy	out-of-focus	non-final	0.061002415324424	277.167660188004	-3.09529366798883	80.6766543724595	29.8666417841672
169	sinting	S2	penult	i	heavy	out-of-focus	non-final	0.059262893386631	249.62224631204	10.2211707416355	75.2081288217938	28.7512458788784
169	sinting	S2	ultima	i	heavy	out-of-focus	non-final	0.071822916424367	292.899093157298	-2.75112640085782	81.7447634804669	31.6529805323439
170	sinting	S2	penult	i	heavy	out-of-focus	non-final	0.072674140265804	245.315783151276	6.20479952443543	75.8880452865245	29.9840108729978
170	sinting	S2	ultima	i	heavy	out-of-focus	non-final	0.082062496551657	282.315994586967	-3.98451572621144	80.5473193603068	31.155920018266
172	tempe	S2	penult	e	heavy	out-of-focus	non-final	0.017180509023206	232.596465463449	2.42587688907577	79.5802529787017	37.786579782751
172	tempe	S2	ultima	e	heavy	out-of-focus	non-final	0.05477576765179	274.868414698707	3.85540365920134	78.7195309838724	30.130565309592
173	tempe	S2	penult	e	heavy	out-of-focus	non-final	0.038324511725364	235.547437033652	-0.294829191841067	80.8106255915979	38.6373861929476
173	tempe	S2	ultima	e	heavy	out-of-focus	non-final	0.072275363628933	307.322691048394	8.40916808131658	78.1581643098809	30.6655355120687
174	tempe	S2	penult	e	heavy	out-of-focus	non-final	0.030323868630603	233.185547603012	2.79265580455355	78.6850826748479	36.4715115276682
174	tempe	S2	ultima	e	heavy	out-of-focus	non-final	0.066421847336301	304.677152089202	8.4186755807845	79.0644280352553	29.315483099528
175	tempe	S2	penult	e	heavy	out-of-focus	non-final	0.034279885587694	233.039438621078	5.81950810528672	75.3034265719318	36.133611002682
175	tempe	S2	ultima	e	heavy	out-of-focus	non-final	0.086146369006883	293.879460769182	9.59626132676052	77.3270714464732	26.700237684044
177	tungku	S2	penult	u	heavy	out-of-focus	non-final	0.067723568148267	231.9438102284	-2.53588998289533	78.2729971892474	39.7145947870974
177	tungku	S2	ultima	u	heavy	out-of-focus	non-final	0.078731342489164	320.852307772334	15.9300508882902	77.487149443265	25.7464229144458
178	tungku	S2	penult	u	heavy	out-of-focus	non-final	0.105325286124867	234.733391308522	0.181054592848064	75.0972515654087	37.8286993487845
178	tungku	S2	ultima	u	heavy	out-of-focus	non-final	0.103334887017013	291.053981444737	11.6042467291951	74.6070979590397	29.0422191823078
179	tungku	S2	penult	u	heavy	out-of-focus	non-final	0.088176677810566	237.379597357207	3.04048631014651	74.2353299503974	37.864162977801
179	tungku	S2	ultima	u	heavy	out-of-focus	non-final	0.07945339048149	290.309209715601	6.65563881250623	75.5351449513084	27.8948197897365
180	tungku	S2	penult	u	heavy	out-of-focus	non-final	0.069037646940615	260.446993992419	-0.225008749826102	77.1304744673681	34.8880940253992
180	tungku	S2	ultima	u	heavy	out-of-focus	non-final	0.095645311796829	222.169724968927	-1.88328543358362	76.8148679767598	34.7295493288549
182	susu	S2	penult	u	light	out-of-focus	non-final	0.105024151377279	240.882330860588	2.17412900736332	73.3210764215345	31.1404370482741
182	susu	S2	ultima	u	light	out-of-focus	non-final	0.090931943765781	285.497791382171	10.5810909394058	72.1390885645445	25.5947255222392
183	susu	S2	penult	u	light	out-of-focus	non-final	0.100898006636271	239.406928152395	2.11340686593652	72.9730129709132	31.0514572822737
183	susu	S2	ultima	u	light	out-of-focus	non-final	0.120586929299293	275.413571546357	6.54423394412611	73.513072831688	26.9024995394022
184	susu	S2	penult	u	light	out-of-focus	non-final	0.097045587855178	225.887026098995	1.70409947938951	72.3088503277084	35.8639320642691
184	susu	S2	ultima	u	light	out-of-focus	non-final	0.073905089781192	216.682591686649	3.26081019662193	67.9246355685439	29.1125179375188
185	susu	S2	penult	u	light	out-of-focus	non-final	0.088213224715446	237.956565100057	3.22891301717923	72.9966875006273	34.3367013240494
185	susu	S2	ultima	u	light	out-of-focus	non-final	0.057874171393337	278.774948305982	8.60169200446953	69.8349534229992	22.1856269596346
189	cete	S2	penult	e	light	out-of-focus	non-final	0.028164008715521	222.262917980524	4.19857693095113	68.8577970752531	22.1312755528193
189	cete	S2	ultima	e	light	out-of-focus	non-final	0.195686253579879	276.507750101054	-5.26596848108343	80.7041180235855	34.9297689415942
190	cete	S2	ultima	e	light	out-of-focus	non-final	0.102341372456976	281.27444265712	-0.202657326225214	80.4210981094991	29.2597553539539
192	cingki	S2	penult	i	heavy	out-of-focus	non-final	0.086232253206845	228.707969600657	10.7212020085371	74.0005254604467	30.2180563551974
192	cingki	S2	ultima	i	heavy	out-of-focus	non-final	0.070571590768623	284.601784172446	12.2550704653736	76.7014737632976	22.2591464864421
193	cingki	S2	penult	i	heavy	out-of-focus	non-final	0.080728966008792	246.817914851705	6.68348602710327	74.4129116236524	27.4721133840321
193	cingki	S2	ultima	i	heavy	out-of-focus	non-final	0.084478730490673	297.314925305081	13.6793927856662	78.2457044933719	27.9246895973589
195	cingki	S2	penult	i	heavy	out-of-focus	non-final	0.071026356595212	241.509140465271	9.76281418881558	72.9624031234765	27.6722749833267
195	cingki	S2	ultima	i	heavy	out-of-focus	non-final	0.155437269589811	302.749448165901	15.1846927184044	78.1200471291605	24.8595098567386
196	cingki	S2	penult	i	heavy	out-of-focus	non-final	0.087400636381517	240.572172042236	7.97110839340905	73.6201130196427	29.8866937770655
196	cingki	S2	ultima	i	heavy	out-of-focus	non-final	0.081992771150908	281.507900117328	9.98347070426109	78.1193166059386	26.4656474600981
198	tatap	S2	penult	a	light	out-of-focus	non-final	0.070999242233938	221.710523952524	-0.178567534897553	77.3873624760223	34.7781384774242
198	tatap	S2	ultima	a	light	out-of-focus	non-final	0.075374709913831	274.0764823315	0.104524915978629	79.5528862797856	33.8233785266747
199	tatap	S2	penult	a	light	out-of-focus	non-final	0.084937652635745	212.840144233706	0.960811051306742	77.4102794043989	36.4939069987547
199	tatap	S2	ultima	a	light	out-of-focus	non-final	0.091673163216683	259.689958324065	0.697687137733318	83.5338461501071	37.3608835187516
200	tatap	S2	penult	a	light	out-of-focus	non-final	0.077407266342107	244.056815280478	-2.93775187659033	80.3914200492637	35.7850538086247
200	tatap	S2	ultima	a	light	out-of-focus	non-final	0.078981616747342	227.422827633678	0.168654946997954	81.46485383109	39.3062090040525
201	tatap	S2	penult	a	light	out-of-focus	non-final	0.103168915112747	243.334450083912	-2.72805643765054	82.2765489906127	37.6228504621098
201	tatap	S2	ultima	a	light	out-of-focus	non-final	0.102661064955782	227.58594427265	0.278090918979835	81.2427364963411	38.762445784125
203	pantas	S2	penult	a	heavy	out-of-focus	non-final	0.070236663116475	224.488031533829	7.94505296107006	78.0342668417548	38.6789839338641
203	pantas	S2	ultima	a	heavy	out-of-focus	non-final	0.129545077464172	312.134555980091	-0.123743195505334	81.3554677579451	34.5387890145342
204	pantas	S2	penult	a	heavy	out-of-focus	non-final	0.065041819736052	228.942535646261	4.2339670912816	79.1378949031137	40.2144159668866
204	pantas	S2	ultima	a	heavy	out-of-focus	non-final	0.092270479531862	294.821219572392	0.756992487799913	82.3542371859705	31.6476982670694
205	pantas	S2	penult	a	heavy	out-of-focus	non-final	0.071016018455111	251.420427079136	5.2254570729158	81.5263928098032	38.6553360098572
205	pantas	S2	ultima	a	heavy	out-of-focus	non-final	0.112244657629617	217.4315138764	2.18651622561678	78.0215778975839	33.4037632903279
206	pantas	S2	penult	a	heavy	out-of-focus	non-final	0.072697370743754	235.347541630767	2.83248687001726	80.3774279812784	40.2313754397301
206	pantas	S2	ultima	a	heavy	out-of-focus	non-final	0.114835718462018	278.464799604839	1.12385878691256	80.2903701289379	31.525340416683
208	tuntun	S2	penult	u	heavy	out-of-focus	non-final	0.065024834904534	223.071844838054	4.5712102388438	74.2562175411636	41.0790779191345
208	tuntun	S2	ultima	u	heavy	out-of-focus	non-final	0.077820098721531	271.207283824592	0.789916623724608	75.3727830541412	30.5196878487633
209	tuntun	S2	penult	u	heavy	out-of-focus	non-final	0.074631946144564	230.2962486495	3.26746872795561	75.318037324525	38.7588602578237
209	tuntun	S2	ultima	u	heavy	out-of-focus	non-final	0.114820581132108	280.329213038394	-2.407989651539	80.4298122831885	36.0047411770466
210	tuntun	S2	penult	u	heavy	out-of-focus	non-final	0.078550482815899	236.076696466391	-0.823617772866761	77.0399970322646	40.8506296807791
210	tuntun	S2	ultima	u	heavy	out-of-focus	non-final	0.091558470939845	284.848738915185	-5.42794480214278	78.6962437951762	32.4156154304706
211	tuntun	S2	penult	u	heavy	out-of-focus	non-final	0.065986677112278	260.390914570282	3.05381430307532	76.4240369369725	39.7297229463484
211	tuntun	S2	ultima	u	heavy	out-of-focus	non-final	0.081849900472435	231.68100033998	-2.59270951886111	79.6503507616724	37.6691964374747
213	titi	S2	penult	i	light	out-of-focus	non-final	0.085103146062011	235.373919956502	3.60027831293439	73.3515538628801	29.8930953269746
213	titi	S2	ultima	i	light	out-of-focus	non-final	0.073586146057778	142.956804157665	-16.5815861169512	75.3412774834856	22.4903997772209
214	titi	S2	penult	i	light	out-of-focus	non-final	0.070165030838325	228.942129691074	5.15175815751778	72.2147629424494	29.5395492781787
214	titi	S2	ultima	i	light	out-of-focus	non-final	0.12186548896716	287.217517184556	14.9085431147677	76.2729005450611	23.7301815351201
215	titi	S2	penult	i	light	out-of-focus	non-final	0.07078325700013	238.341894725363	6.20208515081177	73.9610346461534	31.5710143244421
215	titi	S2	ultima	i	light	out-of-focus	non-final	0.111179377052167	298.071004221267	15.0464349556528	78.7148086335992	27.0100606466358
216	titi	S2	penult	i	light	out-of-focus	non-final	0.070982587642448	226.810904230471	5.13846697713777	72.0539544789865	31.0979957405268
216	titi	S2	ultima	i	light	out-of-focus	non-final	0.08851043180357	289.437914134685	11.5333904740155	76.1610884076221	21.6805756295532
217	pipis	S2	penult	i	light	out-of-focus	non-final	0.066686850953602	224.499430393063	6.03847490731644	73.1867716377341	37.2144838058308
217	pipis	S2	ultima	i	light	out-of-focus	non-final	0.27276394762157	212.956682132259	-3.49076189027374	74.697052735686	32.2705399198658
218	pipis	S2	penult	i	light	out-of-focus	non-final	0.082882741382264	232.819990543187	1.81111316917898	75.4100255149844	39.6560839593668
218	pipis	S2	ultima	i	light	out-of-focus	non-final	0.127390621266159	293.117293319955	-1.34449674485538	82.7964782094513	33.263134188493
219	pipis	S2	penult	i	light	out-of-focus	non-final	0.08517742812478	233.601243278918	-0.030964894221775	75.856460095952	37.086186961234
219	pipis	S2	ultima	i	light	out-of-focus	non-final	0.109237962694579	277.575250460973	-2.61875440037181	82.3740136780264	33.7367048397752
220	pipis	S2	penult	i	light	out-of-focus	non-final	0.080147681528615	248.492712794524	6.79604730405027	74.671476536224	33.8569849987207
220	pipis	S2	ultima	i	light	out-of-focus	non-final	0.171439585123608	196.527789483935	-2.35695645267464	75.3210139381336	34.587101447025
221	pipis	S2	penult	i	light	out-of-focus	non-final	0.083449236418574	247.157258053995	7.89298841730773	76.5825468522886	36.766077744578
221	pipis	S2	ultima	i	light	out-of-focus	non-final	0.107919761558378	289.670108847811	4.98871016488387	78.4725661276049	29.5519602521276
222	pipis	S2	penult	i	light	out-of-focus	non-final	0.067783817342161	221.756083069873	0.688138353881058	75.946368750655	36.5859251999777
222	pipis	S2	ultima	i	light	out-of-focus	non-final	0.111156759415735	274.04012662475	3.09584563713638	79.2753522235052	29.8817106694366
2	cete	S3	penult	e	light	out-of-focus	non-final	0.047102203670214	234.21434450008	3.10381748807415	76.167832861826	35.5903062394704
2	cete	S3	ultima	e	light	out-of-focus	non-final	0.090625684100457	290.993061511381	3.94233999173471	78.9950489046306	31.7808258734643
3	cete	S3	penult	e	light	out-of-focus	non-final	0.036952204697336	243.880665936367	9.56633491209591	75.3716355942771	32.0388271027319
3	cete	S3	ultima	e	light	out-of-focus	non-final	0.093206610836113	305.02265794503	5.67551348628694	81.0034236342776	32.8324881647309
4	cete	S3	penult	e	light	out-of-focus	non-final	0.037780690670687	236.562735160993	5.25060453545591	76.9199411691252	35.4040781262508
4	cete	S3	ultima	e	light	out-of-focus	non-final	0.108794194802922	283.973584309123	1.81380544089477	80.5047496719114	35.7994420044685
5	cete	S3	penult	e	light	out-of-focus	non-final	0.041962748400305	237.041870790188	5.67490612564129	77.7125504608744	33.6196635426021
5	cete	S3	ultima	e	light	out-of-focus	non-final	0.076022674275585	294.423966876153	4.7380208116252	78.6603802414864	31.266125012512
7	pantas	S3	penult	a	heavy	out-of-focus	non-final	0.070391795437374	209.482209137879	13.6889067202996	75.7028864396337	40.3454457804355
7	pantas	S3	ultima	a	heavy	out-of-focus	non-final	0.087327251491097	290.677479809453	9.99410876050653	78.1774221465303	35.9233613835057
8	pantas	S3	penult	a	heavy	out-of-focus	non-final	0.081335963967732	205.401428734162	13.6378266193302	77.2827114105865	39.9047314865149
8	pantas	S3	ultima	a	heavy	out-of-focus	non-final	0.121073672548256	299.260529684287	6.9521417207575	80.3041142374656	35.3951649512071
9	pantas	S3	penult	a	heavy	out-of-focus	non-final	0.075853485835928	199.761260724506	12.0676089453071	76.5374893381363	41.5483392192937
9	pantas	S3	ultima	a	heavy	out-of-focus	non-final	0.114551114772908	282.233786120793	8.2392178486328	80.0465067640591	36.1364204090599
10	pantas	S3	penult	a	heavy	out-of-focus	non-final	0.088516223751967	198.555814640608	12.0238355290018	77.9608941203964	42.0146202040295
10	pantas	S3	ultima	a	heavy	out-of-focus	non-final	0.143554708227498	295.583681487429	10.0252803027545	76.724563315213	36.8521263959749
12	tuntun	S3	penult	u	heavy	out-of-focus	non-final	0.061678647459132	211.991050573392	9.76739130614087	72.313224906119	38.1908487477954
12	tuntun	S3	ultima	u	heavy	out-of-focus	non-final	0.07736721663899	286.421781222541	6.99587145892239	74.7237836865796	35.2126332638767
13	tuntun	S3	penult	u	heavy	out-of-focus	non-final	0.049998167073866	197.993822326184	10.3728059817889	71.313770721909	39.9296283323261
13	tuntun	S3	ultima	u	heavy	out-of-focus	non-final	0.097511410754237	276.638250700029	6.37294217695063	74.5584657503255	36.7483514528588
14	tuntun	S3	penult	u	heavy	out-of-focus	non-final	0.057861336603068	203.611632373429	10.0486207025654	72.0290227452741	41.420324894567
14	tuntun	S3	ultima	u	heavy	out-of-focus	non-final	0.081686480319448	268.141832901294	6.78014529570383	76.1461212523873	35.3347950526606
15	tuntun	S3	penult	u	heavy	out-of-focus	non-final	0.063897977410306	201.446686014625	8.663547371585	73.9040052203463	35.2232097472859
